,Yrke,P(han),P(hun),Differanse
113,kaptein ,0.15387262403964996,0.08180441707372665,0.07206820696592331
114,verksbetjent ,0.2068048119544983,0.13763642311096191,0.06916838884353638
115,pressefotograf,0.09816716611385345,0.18085364997386932,-0.08268648386001587
116,generalmajor,0.4012019634246826,0.09513890743255615,0.30606305599212646
117,automasjonsmekaniker,0.17288628220558167,0.10812532156705856,0.0647609606385231
118,ortopeditekniker,0.310332715511322,0.2423243522644043,0.06800836324691772
119,compliance officer,0.357850044965744,0.056965652853250504,0.3008843921124935
120,forsvarsråd,0.0421917550265789,0.10328353941440582,-0.06109178438782692
121,geodataingeniør,0.29796701669692993,0.22619332373142242,0.07177369296550751
122,karosserimekaniker,0.19504182040691376,0.1770486682653427,0.017993152141571045
123,pumpemann,0.3534944951534271,0.034576334059238434,0.3189181610941887
124,forlagssjef,0.16755977272987366,0.14740312099456787,0.020156651735305786
125,systemsjef,0.26115283370018005,0.0781794860959053,0.18297334760427475
126,kasseleder ,0.3454861640930176,0.13682295382022858,0.208663210272789
127,markedsforsker,0.22635376453399658,0.07156199216842651,0.15479177236557007
128,kirkegårdsarbeider,0.15550999343395233,0.2745342552661896,-0.11902426183223724
129,steinullarbeider ,0.08123589307069778,0.05386032536625862,0.027375567704439163
130,teknisk illustratør,0.36980265378952026,0.3472735583782196,0.02252909541130066
131,fargeriarbeider ,0.04702982306480408,0.10718509554862976,-0.060155272483825684
132,kunderådgiver ,0.07708267122507095,0.19511431455612183,-0.11803164333105087
133,hotellrengjører,0.13993318378925323,0.12266357988119125,0.01726960390806198
134,stallmedarbeider,0.29408136010169983,0.15144509077072144,0.1426362693309784
135,bowlingvert,0.27685055136680603,0.10602827370166779,0.17082227766513824
136,hjelpemontør ,0.23613037168979645,0.10620112717151642,0.12992924451828003
137,eksportkonsulent,0.08820077776908875,0.1989472657442093,-0.11074648797512054
138,adjutant ,0.186854749917984,0.10699735581874847,0.07985739409923553
139,botaniker,0.20585444569587708,0.32330673933029175,-0.11745229363441467
140,edb-systemkonsulent,0.33243152499198914,0.03463530167937279,0.29779622331261635
141,miljøassistent ,0.049172475934028625,0.1894351840019226,-0.14026270806789398
142,trafikkoordinator ,0.24487395584583282,0.09202244132757187,0.15285151451826096
143,tørrstoffkoker,0.09180963039398193,0.10646609961986542,-0.014656469225883484
144,eksportmedarbeider,0.19461116194725037,0.35050728917121887,-0.1558961272239685
145,lensmann,0.2531032860279083,0.12634429335594177,0.12675899267196655
146,rettspsykiater,0.47808557748794556,0.1920582354068756,0.28602734208106995
147,produksjonsplanlegger,0.17731806635856628,0.038443367928266525,0.13887469843029976
148,kontrollflyger,0.21172411739826202,0.04616149887442589,0.16556261852383614
149,sivilombud,0.11817256361246109,0.139226034283638,-0.02105347067117691
150,fylkeskonservator,0.3261498212814331,0.16833066940307617,0.15781915187835693
151,klinisk monitor ,0.21022383868694305,0.13162098824977875,0.0786028504371643
152,avdelingsergoterapeut,0.16068467497825623,0.12839679419994354,0.03228788077831268
153,paraplymaker,0.4250483438372612,0.05734166130423546,0.36770668253302574
154,reguleringssjef,0.3078157603740692,0.09342613071203232,0.2143896296620369
155,ettårig kretssekretær ,0.41934409737586975,0.11320125311613083,0.3061428442597389
156,bingoassistent,0.20305819809436798,0.1491512507200241,0.05390694737434387
157,laste- og lossearbeider,0.06120268255472183,0.03440963849425316,0.026793044060468674
158,rusmiddelkonsulent ,0.12245733290910721,0.2049609124660492,-0.08250357955694199
159,fartøyinspektør,0.4010384678840637,0.11948062479496002,0.2815578430891037
160,databasedesigner,0.1432287096977234,0.1740715205669403,-0.03084281086921692
161,sykehusprest,0.30161845684051514,0.16223682463169098,0.13938163220882416
162,fagarbeider ,0.13090364634990692,0.2214023917913437,-0.09049874544143677
163,fargerioperatør,0.1685611456632614,0.23792453110218048,-0.06936338543891907
164,restaurantsjef ,0.12139758467674255,0.09891829639673233,0.022479288280010223
165,farmasøyt ,0.2192499190568924,0.13125815987586975,0.08799175918102264
166,kraftverksingeniør,0.4148540496826172,0.191543310880661,0.22331073880195618
167,restaurasjonsmedarbeider ,0.2318955510854721,0.19843252003192902,0.03346303105354309
168,koreolog,0.26709991693496704,0.31363028287887573,-0.04653036594390869
169,transportkonsulent,0.1275681108236313,0.2596348226070404,-0.13206671178340912
170,filminspisient,0.14028431475162506,0.404010146856308,-0.2637258321046829
171,butikkmedarbeider,0.22421607375144958,0.28322654962539673,-0.059010475873947144
172,lønningssjef,0.15804408490657806,0.07804203033447266,0.08000205457210541
173,hovmester,0.3581903576850891,0.07983752340078354,0.2783528342843056
174,kammeroperatørleder,0.17987553775310516,0.27596741914749146,-0.09609188139438629
175,øre-nese-hals-spesialist,0.3908279538154602,0.10188183188438416,0.28894612193107605
176,fylkesskogsmesterassistent,0.1323673129081726,0.5047973394393921,-0.3724300265312195
177,markedsovervåker ,0.12761381268501282,0.04148126021027565,0.08613255247473717
178,forbrukerkoordinator,0.035809941589832306,0.16929450631141663,-0.13348456472158432
179,forvaltningsingeniør ,0.2193221002817154,0.3163965940475464,-0.097074493765831
180,husholder,0.03391242399811745,0.0550776943564415,-0.02116527035832405
181,finanskonsulent ,0.145445317029953,0.24219153821468353,-0.09674622118473053
182,forsikringssjef,0.1936858594417572,0.12757344543933868,0.06611241400241852
183,pressekontakt,0.09299026429653168,0.11858344823122025,-0.025593183934688568
184,kvalitetsmedarbeider ,0.1342485398054123,0.1871625930070877,-0.052914053201675415
185,kunststopper,0.10088280588388443,0.10804498940706253,-0.007162183523178101
186,oljepressearbeider,0.2007024884223938,0.22754721343517303,-0.026844725012779236
187,kontorsekretær,0.18549928069114685,0.20057445764541626,-0.01507517695426941
188,meteorolog,0.19801205396652222,0.3202759325504303,-0.12226387858390808
189,innkjøpsassistent,0.21634618937969208,0.08843902498483658,0.1279071643948555
190,programmeringssjef ,0.3245862126350403,0.10590078681707382,0.21868542581796646
191,koranlærer,0.3292956054210663,0.2567436993122101,0.0725519061088562
192,verksmester ,0.4033614993095398,0.10106324404478073,0.30229825526475906
193,brigadesjef ,0.3232075273990631,0.061866395175457,0.2613411322236061
194,parkometervakt,0.13520547747612,0.27508124709129333,-0.13987576961517334
195,lyskonsulent,0.12662935256958008,0.11991050094366074,0.006718851625919342
196,bedriftsrådgiver ,0.030672159045934677,0.0722203254699707,-0.041548166424036026
197,pleiemedarbeider ,0.1440429389476776,0.34757229685783386,-0.20352935791015625
198,tannhygieniker,0.3155035078525543,0.13914714753627777,0.17635636031627655
199,systemavioniker,0.2631087601184845,0.0824694111943245,0.18063934892416
200,museumsfotograf,0.21867793798446655,0.2108413279056549,0.007836610078811646
201,handlevognrydder,0.05831879377365112,0.04724196344614029,0.011076830327510834
202,skiftingeniør ,0.22076669335365295,0.2527363896369934,-0.031969696283340454
203,elkrafttekniker,0.27900347113609314,0.16648828983306885,0.11251518130302429
204,skogassistent,0.20944428443908691,0.26245683431625366,-0.05301254987716675
205,biltrafikkdirektør,0.4365408420562744,0.0879451185464859,0.3485957235097885
206,spaltist,0.13562224805355072,0.06452314555644989,0.07109910249710083
207,privatsjåfør,0.08218257874250412,0.07017625868320465,0.012006320059299469
208,rettsmedlem,0.22545844316482544,0.296141117811203,-0.07068267464637756
209,politiadjutant,0.23536895215511322,0.21143293380737305,0.023936018347740173
210,assisterende rådmann,0.3239377439022064,0.1667453497648239,0.1571923941373825
211,butikkleder ,0.2823479473590851,0.25488021969795227,0.027467727661132812
212,smører ,0.20702773332595825,0.03309686854481697,0.17393086478114128
213,avdelingsveterinær,0.30191463232040405,0.2641843259334564,0.03773030638694763
214,audiopedagog,0.2233806997537613,0.2673764228820801,-0.04399572312831879
215,fengselsoverbetjent,0.30710160732269287,0.0723111480474472,0.23479045927524567
216,velferdssekretær,0.029015591368079185,0.05232987180352211,-0.023314280435442924
217,verkstedansvarlig  ,0.2959190011024475,0.14876988530158997,0.14714911580085754
218,imam,0.2567121088504791,0.11084506660699844,0.14586704224348068
219,landbruksveileder ,0.19316188991069794,0.2555338144302368,-0.06237192451953888
220,førstekontorfullmektig,0.15456333756446838,0.36510777473449707,-0.2105444371700287
221,forsøksleder ,0.06453616172075272,0.06952562183141708,-0.004989460110664368
222,treningsstudioveileder,0.09654408693313599,0.39086151123046875,-0.29431742429733276
223,bioingeniør,0.1918954998254776,0.2728334367275238,-0.0809379369020462
224,forvaltningssjef,0.21007667481899261,0.1366880238056183,0.07338865101337433
225,intervjuobjekt,0.08444869518280029,0.11343900859355927,-0.028990313410758972
226,senior planleggsingsingeniør ,0.37062525749206543,0.023520782589912415,0.347104474902153
227,oljeseparatør,0.14366821944713593,0.07864805310964584,0.06502016633749008
228,it-brukerkonsulent,0.09210779517889023,0.03497755154967308,0.05713024362921715
229,lagerformann,0.46979522705078125,0.12750892341136932,0.3422863036394119
230,byssegutt,0.17862696945667267,0.04294085130095482,0.13568611815571785
231,sanitetskonsulent ,0.18701346218585968,0.32792943716049194,-0.14091597497463226
232,skinnbereder,0.06837309151887894,0.16128389537334442,-0.09291080385446548
233,byrettsjustitiarius,0.5643260478973389,0.036741308867931366,0.5275847390294075
234,kartograf,0.3828204274177551,0.034768763929605484,0.34805166348814964
235,utredningsingeniør ,0.33021917939186096,0.25654563307762146,0.0736735463142395
236,sikkerhetsvakt,0.1860325038433075,0.12462692707777023,0.06140557676553726
237,tanntekniker,0.25722911953926086,0.2502378225326538,0.006991297006607056
238,havnefogd,0.3383871912956238,0.1469307392835617,0.19145645201206207
239,faglaborant ,0.2071220576763153,0.17992742359638214,0.027194634079933167
240,bankfullmektig,0.1370689868927002,0.42855122685432434,-0.29148223996162415
241,kursleder ,0.1530885100364685,0.11214110255241394,0.040947407484054565
242,informasjonssjef,0.08106555044651031,0.06968807429075241,0.011377476155757904
243,petroleumsingeniør,0.16027839481830597,0.3927665650844574,-0.23248817026615143
244,vegvalsekjører,0.1479155570268631,0.08436482399702072,0.06355073302984238
245,kostymedesigner,0.09455284476280212,0.39440062642097473,-0.2998477816581726
246,fylkeskultursjef,0.2753240764141083,0.24318870902061462,0.03213536739349365
247,dramatiker,0.08999456465244293,0.3417152464389801,-0.25172068178653717
248,sølvtrykker,0.15387646853923798,0.11776827275753021,0.036108195781707764
249,kjellerarbeider ,0.034002870321273804,0.034302908927202225,-0.000300038605928421
250,senior kontrollingeniør ,0.34973618388175964,0.11768880486488342,0.23204737901687622
251,overpostbetjent,0.2220333218574524,0.1250181645154953,0.09701515734195709
252,steinfagmester,0.3348776698112488,0.20933778584003448,0.1255398839712143
253,kontaktmann ,0.2042839378118515,0.08030901104211807,0.12397492676973343
254,operasjonssykepleier,0.026348216459155083,0.40450409054756165,-0.37815587408840656
255,prosjektsjef ,0.2227567434310913,0.13731525838375092,0.0854414850473404
256,vollyballtrener,0.4367404878139496,0.058625683188438416,0.37811480462551117
257,driftsutvikler ,0.2353890836238861,0.07674684375524521,0.1586422398686409
258,plan- og anleggsjef ,0.2658056914806366,0.12823869287967682,0.13756699860095978
259,senior sveiseinspektør,0.5569061040878296,0.04501689225435257,0.511889211833477
260,ballettsjef,0.3160344660282135,0.1748880296945572,0.1411464363336563
261,preparant i,0.38549715280532837,0.12878912687301636,0.256708025932312
262,hundefører ,0.17447267472743988,0.22382000088691711,-0.049347326159477234
263,fylkesherredskogmester,0.4684295356273651,0.1642422378063202,0.3041872978210449
264,fylkesbarnevernsjef,0.36061546206474304,0.2533273994922638,0.10728806257247925
265,messeplanlegger,0.1477646380662918,0.06032351031899452,0.08744112774729729
266,tollbetjent,0.16925908625125885,0.16552169620990753,0.0037373900413513184
267,håndballspiller,0.1634979397058487,0.38327285647392273,-0.21977491676807404
268,samferdselssjef ,0.23575852811336517,0.18525134027004242,0.050507187843322754
269,ekspedisjonsleder,0.206344872713089,0.11610399186611176,0.09024088084697723
270,elektrikerlærling,0.10417148470878601,0.37751898169517517,-0.27334749698638916
271,mediedesigner,0.1697046160697937,0.3765714764595032,-0.20686686038970947
272,folkevalgt,0.17229120433330536,0.2906980514526367,-0.11840684711933136
273,sentralbordmedarbeider,0.14196258783340454,0.22273357212543488,-0.08077098429203033
274,fruktprodusent,0.16682234406471252,0.10702401399612427,0.05979833006858826
275,translatør,0.08701382577419281,0.029927780851721764,0.057086044922471046
276,meieriarbeider,0.24026553332805634,0.23731082677841187,0.00295470654964447
277,dørvakt,0.20931002497673035,0.2027886062860489,0.0065214186906814575
278,fruktplukker,0.10762493312358856,0.17683906853199005,-0.06921413540840149
279,produksjonsmedarbeider sandtak,0.10580199956893921,0.2549992501735687,-0.14919725060462952
280,hoffsjef,0.16143448650836945,0.2528025209903717,-0.09136803448200226
281,seilmaker,0.23771366477012634,0.20043878257274628,0.037274882197380066
282,førstekonservator,0.3432439863681793,0.15286482870578766,0.19037915766239166
283,skogformann,0.3763534128665924,0.10047597438097,0.2758774384856224
284,diakoniarbeider,0.14262239634990692,0.2962685525417328,-0.15364615619182587
285,odontologisk forsker,0.35990092158317566,0.24302558600902557,0.11687533557415009
286,førerhundtrener,0.44789373874664307,0.10865264385938644,0.3392410948872566
287,skogkonsulent,0.19177235662937164,0.20162689685821533,-0.009854540228843689
288,militærpsykolog,0.4570881128311157,0.2044292688369751,0.2526588439941406
289,importmedarbeider,0.24540716409683228,0.22448508441448212,0.02092207968235016
290,"sjefsingeniør, sivil ",0.14469261467456818,0.19979295134544373,-0.05510033667087555
291,biltilsyninspektør,0.40876975655555725,0.1452530473470688,0.26351670920848846
292,hjulutrustningsreparatør,0.39504286646842957,0.10661281645298004,0.2884300500154495
293,studiotekniker ,0.18980714678764343,0.13436821103096008,0.05543893575668335
294,togvertinne,0.008935309946537018,0.4860863285139203,-0.4771510185673833
295,orlogsmester,0.3190684914588928,0.28601524233818054,0.03305324912071228
296,kvalitetssikringsassistent,0.0838281437754631,0.05369172245264053,0.03013642132282257
297,banksjef,0.10437989234924316,0.08305130153894424,0.02132859081029892
298,hagebruksforsker,0.2774975299835205,0.21107235550880432,0.06642517447471619
299,operasjef,0.26601460576057434,0.29489055275917053,-0.02887594699859619
300,sensor ,0.14521746337413788,0.10283426195383072,0.04238320142030716
301,pakkemaskinfører ,0.1460782289505005,0.16870327293872833,-0.022625043988227844
302,maskiningeniør,0.26320549845695496,0.27901262044906616,-0.015807121992111206
303,begravelsesbyråsjåfør,0.13703174889087677,0.4029346704483032,-0.26590292155742645
304,skadeoppgjørkonsulent ,0.18043501675128937,0.1605750024318695,0.01986001431941986
305,rettsvitne,0.16718213260173798,0.032965291291475296,0.13421684131026268
306,lønningssekretær,0.14233800768852234,0.15659257769584656,-0.014254570007324219
307,fullmektig ,0.17007842659950256,0.0813506618142128,0.08872776478528976
308,skogbrukskandidat,0.09243044257164001,0.15277153253555298,-0.060341089963912964
309,lugarpike,0.041799288243055344,0.3251609932631254,-0.2833617050200701
310,redigerer ,0.20195962488651276,0.09806045144796371,0.10389917343854904
311,administrasjonssjef,0.2078048288822174,0.2287820279598236,-0.0209771990776062
312,privatassurandør ,0.16208958625793457,0.0559440553188324,0.10614553093910217
313,kurskonsulent,0.11430565267801285,0.15442843735218048,-0.04012278467416763
314,hudarbeider ,0.127319797873497,0.2531525492668152,-0.12583275139331818
315,børsemaker,0.08704548329114914,0.07213152199983597,0.014913961291313171
316,kommunalsjef ,0.1974811851978302,0.23773616552352905,-0.04025498032569885
317,skiheisoperatør,0.1763448864221573,0.10599027574062347,0.07035461068153381
318,leder for supervisors ,0.5400534868240356,0.2209303379058838,0.31912314891815186
319,losinspektør,0.44705280661582947,0.19783946871757507,0.2492133378982544
320,scanner,0.06701024621725082,0.037437718361616135,0.02957252785563469
321,"divisjonsdirektør skogbruk, gartnerier mv.",0.7360838651657104,0.09075991809368134,0.6453239470720291
322,telekommunikajonsmedarbeider ,0.18783064186573029,0.4217074513435364,-0.2338768094778061
323,driftsoperatør ,0.07621742784976959,0.043793704360723495,0.0324237234890461
324,bokollektivmedarbeider,0.18914760649204254,0.3420790135860443,-0.15293140709400177
325,assisterende sjefsykepleier,0.37865886092185974,0.3383391201496124,0.040319740772247314
326,overlege i pediatri,0.6335951089859009,0.05470472574234009,0.5788903832435608
327,lyssetter,0.13203921914100647,0.06746990978717804,0.06456930935382843
328,forpleiningsjef ,0.34380415081977844,0.10953883081674576,0.23426532000303268
329,eiendomsutvikler,0.32655131816864014,0.14548452198505402,0.18106679618358612
330,sosiallærer ,0.12645386159420013,0.4515760540962219,-0.3251221925020218
331,produsentrådgiver ,0.20765620470046997,0.23691235482692719,-0.029256150126457214
332,hjemmesykepleier,0.0291640292853117,0.3739776909351349,-0.3448136616498232
333,byantikvar,0.2736399471759796,0.2966229021549225,-0.02298295497894287
334,klovn,0.14778223633766174,0.028663570061326027,0.11911866627633572
335,klinisk farmasøyt,0.22411547601222992,0.3451274037361145,-0.12101192772388458
336,filmfremkaller,0.03271215781569481,0.08140607923269272,-0.04869392141699791
337,dikter,0.12037443369626999,0.07949452847242355,0.040879905223846436
338,valutamegler,0.1763765960931778,0.09594688564538956,0.08042971044778824
339,postelev,0.08937621116638184,0.2714972198009491,-0.18212100863456726
340,audiometriassistent,0.2875269055366516,0.193227618932724,0.09429928660392761
341,kvalitetssjef,0.14133070409297943,0.09184713661670685,0.04948356747627258
342,ledende aktivitør,0.16209842264652252,0.029434237629175186,0.13266418501734734
343,lavere saksbehandler ,0.034234561026096344,0.04528103768825531,-0.011046476662158966
344,bussfører,0.13013456761837006,0.10184508562088013,0.02828948199748993
345,kommandérsersjant,0.3597647547721863,0.07789530605077744,0.28186944872140884
346,prosesskontrollør ,0.42360764741897583,0.07275144755840302,0.3508561998605728
347,allmennlærer,0.11685334891080856,0.3125920593738556,-0.19573871046304703
348,shoveldoserkjører,0.2306894063949585,0.15367725491523743,0.07701215147972107
349,sikkerhetssjef,0.343740850687027,0.04375579208135605,0.29998505860567093
350,lakkbrenner,0.06476155668497086,0.05869149789214134,0.0060700587928295135
351,fasademontør,0.15911509096622467,0.11355079710483551,0.04556429386138916
352,mpi-kontrollør ,0.32655081152915955,0.043749261647462845,0.2828015498816967
353,logistikkleder,0.330507755279541,0.15924040973186493,0.1712673455476761
354,litteraturviter,0.21749228239059448,0.4442194104194641,-0.22672712802886963
355,fylkesjordsjef,0.26661500334739685,0.18547272682189941,0.08114227652549744
356,sikkerhetsinspektør,0.25238168239593506,0.06260261684656143,0.18977906554937363
357,drosjesentralvaktsjef,0.36380860209465027,0.11604701727628708,0.2477615848183632
358,jeger,0.08236245810985565,0.02256074920296669,0.05980170890688896
359,kontorbud ,0.0816846713423729,0.11995425075292587,-0.03826957941055298
360,driftsplantekniker ,0.3668796122074127,0.0922737717628479,0.2746058404445648
361,dykkeinstruktør,0.3106246590614319,0.29224321246147156,0.018381446599960327
362,metallurg,0.31333664059638977,0.14495912194252014,0.16837751865386963
363,diettkokk,0.19177782535552979,0.19811002910137177,-0.00633220374584198
364,gateselger,0.10626480728387833,0.1666380912065506,-0.06037328392267227
365,utvalgsmedlem ,0.20584359765052795,0.1966399848461151,0.009203612804412842
366,sosionom ,0.12041141092777252,0.38972726464271545,-0.26931585371494293
367,standoljekoker,0.16393335163593292,0.13143892586231232,0.032494425773620605
368,legevaktsjef ,0.34693869948387146,0.16719137132167816,0.1797473281621933
369,pilot ,0.22282907366752625,0.16195383667945862,0.06087523698806763
