,Yrke,P(han),P(hun),Differanse
3357,ballettdanser,0.10968626290559769,0.42577341198921204,-0.31608714908361435
3295,teaterdekoratør,0.16038694977760315,0.4746546149253845,-0.31426766514778137
33,filmdekoratør,0.17951007187366486,0.49306434392929077,-0.3135542720556259
1010,glassmesterlærling,0.11265277862548828,0.42340847849845886,-0.3107556998729706
667,bilpleier,0.0977790504693985,0.40754327178001404,-0.30976422131061554
2803,bystyrerepresentant,0.16266031563282013,0.47117623686790466,-0.30851592123508453
183,barnehagelærer,0.06614461541175842,0.37299519777297974,-0.3068505823612213
2705,kjedesjef ,0.014178086072206497,0.3204481601715088,-0.3062700740993023
114,urmakerlærling,0.09622218459844589,0.4013729989528656,-0.3051508143544197
3136,rørleggerlærling,0.0883498564362526,0.3931158483028412,-0.3047659918665886
202,politisk sekretær,0.1041090115904808,0.4087485074996948,-0.304639495909214
1873,malerlærling,0.09073204547166824,0.39423444867134094,-0.3035024031996727
255,undervisningskonsulent,0.13062560558319092,0.4326672852039337,-0.3020416796207428
3263,hjelpepleier ,0.08216527849435806,0.3837900161743164,-0.30162473767995834
