,Yrke,P(han),P(hun),Differanse
349,nevrolog,0.317034512758255,0.21324248611927032,0.10379202663898468
350,kommunikasjonssjef,0.10647866874933243,0.13727213442325592,-0.030793465673923492
351,assisterende sjefflygeleder,0.4123194217681885,0.08804703503847122,0.32427238672971725
352,pedagogisk konsulent,0.25428658723831177,0.3565102815628052,-0.10222369432449341
353,assisterende byfogd,0.39295855164527893,0.13662955164909363,0.2563289999961853
354,filialsjef ,0.33180132508277893,0.17369692027568817,0.15810440480709076
355,systemutvikler ,0.18963615596294403,0.06343540549278259,0.12620075047016144
356,klinisk psykolog ,0.3774450421333313,0.2235298603773117,0.1539151817560196
357,skinnbereder,0.06837309151887894,0.16128389537334442,-0.09291080385446548
358,spritdestillatør,0.41844993829727173,0.09060728549957275,0.327842652797699
359,biolog,0.20723184943199158,0.28245604038238525,-0.07522419095039368
360,verktøykonstruktør,0.3079105019569397,0.08912647515535355,0.21878402680158615
361,scenemester,0.26345494389533997,0.012981812469661236,0.25047313142567873
362,bevillingsinnehaver ,0.08398003876209259,0.10448843985795975,-0.020508401095867157
363,lagerkontorist,0.24086517095565796,0.2819801867008209,-0.041115015745162964
364,innkjøpsansvarlig,0.14891557395458221,0.19087395071983337,-0.04195837676525116
365,bykasserer,0.24247093498706818,0.15689252316951752,0.08557841181755066
366,maskinsalarbeider ,0.21593055129051208,0.2803453803062439,-0.06441482901573181
367,jordskifteingeniør,0.21521763503551483,0.37556034326553345,-0.16034270823001862
368,narkosesykepleier,0.028717581182718277,0.42645692825317383,-0.39773934707045555
369,fiskeritekniker,0.25345125794410706,0.17114698886871338,0.08230426907539368
370,gynekolog,0.16312232613563538,0.4231026768684387,-0.25998035073280334
