,Unnamed: 0,Adjektiv,P(han),P(hun),Differanse
97,97,aprikos,0.8475891947746277,0.0357117652893066,0.811877429485321
474,474,gammal,0.8429819941520691,0.0330819115042686,0.8099000826478004
930,930,niten,0.8630897402763367,0.0535402670502662,0.8095494732260704
850,850,mange,0.8605284690856934,0.0533123463392257,0.8072161227464676
931,931,nonfigurativ,0.8679587841033936,0.0609082579612731,0.8070505261421204
723,723,kommunistisk,0.8533936738967896,0.0486668199300766,0.804726853966713
211,211,brekkekkel,0.8580633401870728,0.054065603762865,0.8039977364242077
550,550,hebraisk,0.857056200504303,0.057723794132471,0.7993324063718319
633,633,intelligent,0.8592601418495178,0.0615621544420719,0.7976979874074459
271,271,dystopisk,0.8605688810348511,0.0634707435965538,0.7970981374382973
536,536,gæren,0.8382661938667297,0.0430950336158275,0.7951711602509022
1302,1302,superlativ,0.8454799652099609,0.0520104020833969,0.793469563126564
1101,1101,relativ,0.8523612022399902,0.06001478433609,0.7923464179039001
725,725,komparativ,0.8289018869400024,0.0384134761989116,0.7904884107410908
0,0,a posteriori,0.8536525368690491,0.0632233247160911,0.7904292121529579
128,128,avansert,0.8478447198867798,0.0579684637486934,0.7898762561380863
935,935,nordnorsk,0.8526955246925354,0.0635724738240242,0.7891230508685112
626,626,inkonsekvent,0.8603284955024719,0.0714349374175071,0.7888935580849648
98,98,arabisk,0.8468349575996399,0.0585848838090896,0.7882500737905502
343,343,fallitt,0.8350945115089417,0.0470706820487976,0.788023829460144
1401,1401,tsjadisk,0.8461365699768066,0.0583037994801998,0.7878327704966068
37,37,akademisk,0.8709933161735535,0.0832937732338905,0.7876995429396629
1022,1022,patent,0.8546392321586609,0.0673412233591079,0.7872980087995529
674,674,keik,0.829764723777771,0.0429237596690654,0.7868409641087055
1415,1415,tyrkisk,0.8279479742050171,0.0429610535502433,0.7849869206547737
1594,1594,vàr,0.8478642702102661,0.0630544200539588,0.7848098501563072
1206,1206,skipbrudden,0.8512934446334839,0.0701113864779472,0.7811820581555367
1281,1281,stridlynt,0.8208502531051636,0.0398233048617839,0.7810269482433796
771,771,kunst,0.8630692958831787,0.0850086212158203,0.7780606746673584
897,897,muhammedansk,0.8505076766014099,0.0741746351122856,0.7763330414891243
100,100,arbeidende,0.8261974453926086,0.0525684393942356,0.773629005998373
370,370,fiolett,0.7889659404754639,0.0155951781198382,0.7733707623556256
1084,1084,ram,0.8116094470024109,0.0382547192275524,0.7733547277748585
1334,1334,tadsjikisk,0.8514639139175415,0.0792037695646286,0.7722601443529129
63,63,alliert,0.7928837537765503,0.0206442642956972,0.7722394894808531
255,255,djerv,0.8330406546592712,0.0628450885415077,0.7701955661177635
580,580,human,0.8513347506523132,0.0815155878663063,0.7698191627860069
456,456,fundamental,0.8263188600540161,0.0565257519483566,0.7697931081056595
681,681,kjempe,0.8218161463737488,0.052554789930582,0.7692613564431667
376,376,flamboyant,0.8219091892242432,0.0538270398974418,0.7680821493268013
1395,1395,troskyldig,0.7995660305023193,0.0315015390515327,0.7680644914507866
1146,1146,samisk,0.8417460322380066,0.0737249702215194,0.7680210620164871
96,96,apostolisk,0.8348145484924316,0.0667978674173355,0.7680166810750961
291,291,ekstrem,0.8053374290466309,0.0378212705254554,0.7675161585211754
139,139,banal,0.8437883257865906,0.076632022857666,0.7671563029289246
1472,1472,ukryten,0.8240964412689209,0.0578367635607719,0.766259677708149
1322,1322,sær,0.8182159662246704,0.054514106363058,0.7637018598616123
1049,1049,populær,0.8209113478660583,0.0572328455746173,0.763678502291441
1103,1103,religiøs,0.8410986065864563,0.0780142694711685,0.7630843371152878
836,836,lærd,0.8353049755096436,0.0738680064678192,0.7614369690418243
471,471,førstvoterende,0.8235234022140503,0.0628930106759071,0.7606303915381432
1387,1387,transmural,0.8160512447357178,0.0554693639278411,0.7605818808078766
678,678,kiral,0.8239677548408508,0.0637157261371612,0.7602520287036896
666,666,kald,0.8300530314445496,0.0708794295787811,0.7591736018657684
627,627,inkontinent,0.8288425207138062,0.0701541230082511,0.758688397705555
18,18,adelig,0.836983859539032,0.0797188058495521,0.7572650536894798
716,716,koaksial,0.813622772693634,0.0565156713128089,0.757107101380825
1220,1220,skyet,0.7870630621910095,0.030034901574254,0.7570281606167555
1272,1272,stor,0.8333948254585266,0.0772647857666015,0.756130039691925
1171,1171,sentral,0.8305732011795044,0.0748745873570442,0.7556986138224602
1477,1477,ultrafiolett,0.8211009502410889,0.0656782686710357,0.7554226815700531
1371,1371,togolesisk,0.8405076265335083,0.0852207466959953,0.755286879837513
165,165,beryktet,0.8015506863594055,0.0466307550668716,0.7549199312925339
595,595,høy,0.8067137598991394,0.0534446164965629,0.7532691434025764
1484,1484,under lås og lukke,0.8464473485946655,0.095509722828865,0.7509376257658005
355,355,feig,0.8211857676506042,0.0708976909518241,0.7502880766987801
514,514,grafisk,0.8416967988014221,0.0915223360061645,0.7501744627952576
99,99,arameisk,0.8275806307792664,0.0776206851005554,0.7499599456787109
612,612,illojal,0.7805909514427185,0.030633270740509,0.7499576807022095
163,163,bereist,0.8374025225639343,0.0886783748865127,0.7487241476774216
482,482,gemen,0.796124279499054,0.048194695264101,0.7479295842349529
1510,1510,uspist,0.8082075715065002,0.060441467911005,0.7477661035954952
259,259,dorsk,0.809640645980835,0.0630217790603637,0.7466188669204712
212,212,brent,0.8333117961883545,0.0867743045091629,0.7465374916791916
708,708,klin kokos,0.8386439085006714,0.0928085669875145,0.7458353415131569
1377,1377,torsjonal,0.8309950828552246,0.0853967145085334,0.7455983683466911
433,433,frankisk,0.8023152351379395,0.0575455948710441,0.7447696402668953
120,120,astrologisk,0.7918000221252441,0.0477985814213752,0.7440014407038689
910,910,n-dimensjonal,0.8089438676834106,0.0650307536125183,0.7439131140708923
1353,1353,teoretisk,0.8032013773918152,0.0601065643131732,0.7430948130786419
689,689,kjempekald,0.8069941997528076,0.0649325102567672,0.7420616894960403
1067,1067,puertorikansk,0.8305776715278625,0.0889505222439765,0.741627149283886
547,547,hardnakka,0.8187264204025269,0.0776562988758087,0.7410701215267181
1176,1176,sigen,0.802407443523407,0.061854250729084,0.740553192794323
574,574,homofon,0.8256305456161499,0.0865916609764099,0.73903888463974
80,80,analytisk,0.826744794845581,0.0884547084569931,0.738290086388588
1076,1076,påseilet,0.8102266788482666,0.0720878988504409,0.7381387799978256
1356,1356,tidlig,0.8129374384880066,0.074834294617176,0.7381031438708305
888,888,mongo,0.8342382311820984,0.0965717360377311,0.7376664951443672
441,441,fremherskende,0.7922294735908508,0.0554770231246948,0.736752450466156
724,724,komparabel,0.7780504822731018,0.0415184460580349,0.7365320362150669
657,657,jevn,0.7947866320610046,0.0582828223705291,0.7365038096904755
1303,1303,superlineær,0.7723516821861267,0.0362946093082428,0.7360570728778839
860,860,masse,0.7628781795501709,0.0269422195851802,0.7359359599649906
40,40,aksial,0.7833046913146973,0.0475029684603214,0.7358017228543758
1375,1375,topp,0.7671158909797668,0.0328204669058322,0.7342954240739346
757,757,kristadelfiansk,0.805221676826477,0.0716833919286727,0.7335382848978043
841,841,løyen,0.8286970257759094,0.0962164252996444,0.732480600476265
776,776,kurdisk,0.8003280162811279,0.0678474307060241,0.7324805855751038
7,7,abkhasisk,0.8212847113609314,0.088823601603508,0.7324611097574234
107,107,ariansk,0.8034629821777344,0.0715112090110778,0.7319517731666565
240,240,deskriptiv,0.8133448958396912,0.0815078392624855,0.7318370565772057
356,356,feilvendt,0.7790626883506775,0.0484323464334011,0.7306303419172764
1006,1006,pakistansk,0.7788363695144653,0.0493241101503372,0.7295122593641281
1109,1109,rettskaffen,0.8265893459320068,0.0970903113484382,0.7294990345835686
1405,1405,tunisisk,0.8194591999053955,0.0944838747382164,0.7249753251671791
208,208,brannrød,0.8123995065689087,0.0885555669665336,0.723843939602375
615,615,implisitt,0.795193076133728,0.0713521614670753,0.7238409146666527
342,342,falklandsk,0.7922317981719971,0.0688943490386009,0.7233374491333961
527,527,gudbenådet,0.8083871603012085,0.0854482278227806,0.7229389324784279
1258,1258,spiss,0.7730630040168762,0.0502045080065727,0.7228584960103035
1199,1199,skarp,0.7990649938583374,0.0778636112809181,0.7212013825774193
874,874,mett,0.8090155124664307,0.090693399310112,0.7183221131563187
680,680,kjemisk,0.7750153541564941,0.0568479299545288,0.7181674242019653
1127,1127,rwandisk,0.7972337007522583,0.0794355422258377,0.7177981585264206
1421,1421,uakademisk,0.8260762691497803,0.1086791679263114,0.7173971012234688
1227,1227,smart,0.7714690566062927,0.0553537048399448,0.7161153517663479
103,103,arbeidsom,0.765342116355896,0.0508907921612262,0.7144513241946697
1066,1066,puertoricansk,0.7897518277168274,0.0754684284329414,0.714283399283886
956,956,nøytral,0.7860610485076904,0.0726177245378494,0.713443323969841
1572,1572,vettug,0.8161771297454834,0.1036978065967559,0.7124793231487274
20,20,administrativ,0.8062230944633484,0.0941701903939247,0.7120529040694237
624,624,injektiv,0.8116790652275085,0.0998173281550407,0.7118617370724678
1406,1406,turkis,0.8214816451072693,0.1096782609820365,0.7118033841252327
765,765,krumning,0.7826709747314453,0.0720445662736892,0.710626408457756
145,145,bedriten,0.814148485660553,0.1039637327194213,0.7101847529411316
30,30,aforistisk,0.8048064708709717,0.095294676721096,0.7095117941498756
52,52,aldrende,0.7994371652603149,0.0904770195484161,0.7089601457118988
38,38,akrobatisk,0.7833177447319031,0.0744852870702743,0.7088324576616287
1173,1173,serbokroatisk,0.8206941485404968,0.1119497120380401,0.7087444365024567
600,600,i adams drakt,0.7939379811286926,0.0855363756418228,0.7084016054868698
64,64,allmektig,0.7841359972953796,0.0761942192912101,0.7079417780041695
322,322,entusiastisk,0.795767605304718,0.0881874561309814,0.7075801491737366
1613,1613,østlandsk,0.7939867377281189,0.0866778343915939,0.707308903336525
587,587,hyper,0.7685621976852417,0.0617022775113582,0.7068599201738834
1552,1552,vektet,0.7613604068756104,0.0550719238817691,0.7062884829938412
1,1,a priori,0.8134505748748779,0.1085172817111015,0.7049332931637764
233,233,dedikert,0.7859609723091125,0.0813062414526939,0.7046547308564186
625,625,inkludert,0.8048615455627441,0.1013906300067901,0.703470915555954
858,858,maroder,0.785469114780426,0.0823644697666168,0.7031046450138092
1290,1290,stygg som juling,0.7883487939834595,0.086263507604599,0.7020852863788605
315,315,enig,0.794399082660675,0.0928669944405555,0.7015320882201195
419,419,forstandig,0.8052797317504883,0.10403473675251,0.7012449949979782
173,173,betrodd,0.7804086804389954,0.0799833014607429,0.7004253789782524
117,117,asimutal,0.7777997851371765,0.0778139233589172,0.6999858617782593
267,267,dyktig,0.8086819052696228,0.1094177290797233,0.6992641761898994
732,732,kongenital,0.7875593304634094,0.0896075516939163,0.6979517787694931
1553,1553,vektoriell,0.8007044792175293,0.1031955406069755,0.6975089386105537
1044,1044,poetisk,0.799003005027771,0.1017961576581001,0.6972068473696709
166,166,berømt,0.7896699905395508,0.0939903780817985,0.6956796124577522
25,25,afatisk,0.806835949420929,0.1112506389617919,0.695585310459137
186,186,binær,0.721745491027832,0.026270754635334,0.695474736392498
1246,1246,solbrent,0.797393798828125,0.1021100208163261,0.6952837780117989
144,144,baskisk,0.732713520526886,0.038443136960268,0.694270383566618
1376,1376,toppmålt,0.7813211679458618,0.0873373672366142,0.6939838007092476
761,761,kroatisk,0.7951392531394958,0.1017351150512695,0.6934041380882263
16,16,adekvat,0.779451310634613,0.0864534452557563,0.6929978653788567
229,229,daddelverdig,0.7986942529678345,0.1059450432658195,0.6927492097020149
1149,1149,sammenlignende,0.735589325428009,0.043914221227169,0.69167510420084
392,392,forbrytersk,0.7750920653343201,0.0837476328015327,0.6913444325327873
523,523,grunn,0.7595959901809692,0.0685506835579872,0.691045306622982
1335,1335,tagal,0.7827056050300598,0.091694451868534,0.6910111531615257
1293,1293,støvfri,0.7966118454933167,0.1062429696321487,0.6903688758611679
287,287,eksponentiell,0.7995216846466064,0.1094523444771766,0.6900693401694298
1056,1056,prektig,0.7758381366729736,0.0863975659012794,0.6894405707716942
133,133,avleggs,0.789850115776062,0.1015375554561615,0.6883125603199005
1392,1392,treverdig,0.7898452877998352,0.1032170876860618,0.6866282001137733
88,88,anskuelig,0.8008663654327393,0.114322192966938,0.6865441724658012
316,316,enkel,0.7613842487335205,0.07601098716259,0.6853732615709305
544,544,handlagd,0.7613843083381653,0.0760976672172546,0.6852866411209106
1094,1094,ravgul,0.7775399684906006,0.0922548398375511,0.6852851286530495
181,181,bibelsk,0.7621622681617737,0.077384240925312,0.6847780272364616
969,969,omkommen,0.7522215247154236,0.0677625238895416,0.684459000825882
532,532,guttegæren,0.7963072061538696,0.1129276677966117,0.6833795383572578
318,318,ensella,0.7619388103485107,0.0791742280125618,0.6827645823359489
1215,1215,skrivefør,0.8005525469779968,0.11844964325428,0.6821029037237167
1081,1081,radig,0.7524985671043396,0.070463165640831,0.6820354014635086
1610,1610,økumenisk,0.7891288995742798,0.107479304075241,0.6816495954990387
604,604,idiotsikker,0.7360660433769226,0.054828654974699,0.6812373884022236
174,174,betydelig,0.793595016002655,0.1134729087352752,0.6801221072673798
672,672,kass,0.7825626134872437,0.1042595133185386,0.678303100168705
135,135,avskrudd,0.7824188470840454,0.1046268865466117,0.6777919605374336
781,781,labil,0.7373427152633667,0.0595684722065925,0.6777742430567741
568,568,hitterst,0.7842926979064941,0.1066053658723831,0.677687332034111
478,478,gasta,0.7479897737503052,0.07105004042387,0.6769397333264351
1250,1250,spansk,0.7630904912948608,0.0863901451230049,0.6767003461718559
928,928,nidkjær,0.7779099941253662,0.1030486077070236,0.6748613864183426
948,948,nyttig,0.7943292856216431,0.1195665150880813,0.6747627705335617
989,989,oriental,0.7653517723083496,0.0909161567687988,0.6744356155395508
1200,1200,skeiv,0.7975364327430725,0.1231378391385078,0.6743985936045647
650,650,israelsk,0.7615304589271545,0.0876627713441848,0.6738676875829697
140,140,bange,0.7364754676818848,0.0626566186547279,0.6738188490271568
726,726,kompatibel,0.75389164686203,0.0806205123662948,0.6732711344957352
821,821,lokal,0.7672598958015442,0.0946256145834922,0.6726342812180519
1273,1273,storartet,0.7773762941360474,0.1058499291539192,0.6715263649821281
780,780,kynisk,0.7834622859954834,0.1136680096387863,0.6697942763566971
862,862,matt,0.7848554253578186,0.1155480071902275,0.6693074181675911
1354,1354,testet,0.7482916712760925,0.0803832039237022,0.6679084673523903
1576,1576,viktig,0.7881695032119751,0.1209942623972892,0.6671752408146858
958,958,obstanasig,0.7666295170783997,0.1000762954354286,0.666553221642971
549,549,hatefull,0.7743368744850159,0.108972780406475,0.6653640940785408
1053,1053,possessiv,0.7745205163955688,0.1104542985558509,0.6640662178397179
1341,1341,taktisk,0.7859997749328613,0.1223576441407203,0.663642130792141
109,109,aritmetisk,0.7788708209991455,0.1157701313495636,0.6631006896495819
57,57,alkalisk,0.7374153733253479,0.0743771567940712,0.6630382165312767
242,242,diagonal,0.7177959084510803,0.0561626367270946,0.6616332717239857
160,160,beleven,0.7590880393981934,0.0974551141262054,0.6616329252719879
667,667,kambodsjansk,0.7843437790870667,0.1227758005261421,0.6615679785609245
966,966,omforent,0.746834933757782,0.0852929726243019,0.6615419611334801
56,56,alifatisk,0.740056037902832,0.0808013528585434,0.6592546850442886
497,497,gjerrig,0.7690316438674927,0.1105263158679008,0.6585053279995918
656,656,jemenittisk,0.7818995118141174,0.1234304532408714,0.658469058573246
848,848,malayisk,0.7725427150726318,0.1173504665493965,0.6551922485232353
439,439,frekvent,0.7651607394218445,0.1109340041875839,0.6542267352342606
582,582,hurtig,0.7572763562202454,0.1035909950733184,0.6536853611469269
1172,1172,serbisk,0.7621831893920898,0.1090219914913177,0.6531611979007721
1347,1347,tasmansk,0.7661596536636353,0.1130497232079505,0.6531099304556847
473,473,gal,0.6740832924842834,0.0212574582546949,0.6528258342295885
269,269,dyrebar,0.7307307720184326,0.0805371031165123,0.6501936689019203
141,141,bar,0.6967038512229919,0.0465873479843139,0.650116503238678
319,319,ensellet,0.7587742209434509,0.1087816283106803,0.6499925926327705
606,606,iherdig,0.7768131494522095,0.1268560141324997,0.6499571353197098
1033,1033,perfid,0.7883467674255371,0.13924041390419,0.649106353521347
1139,1139,salig,0.7844498753547668,0.1360834091901779,0.6483664661645889
221,221,buet,0.6886335015296936,0.0408064685761928,0.6478270329535007
244,244,diger,0.7045889496803284,0.0576495006680488,0.6469394490122795
1404,1404,tungrodd,0.7824121117591858,0.1356425583362579,0.6467695534229279
1031,1031,pennsylvansk,0.7494682669639587,0.1039824783802032,0.6454857885837555
902,902,mye,0.7719867825508118,0.1270440220832824,0.6449427604675293
593,593,høg,0.7739675045013428,0.1291989535093307,0.644768550992012
182,182,bibliofil,0.7160614132881165,0.0713751837611198,0.6446862295269966
1398,1398,trykket,0.7610628008842468,0.1166833788156509,0.6443794220685959
1221,1221,skyfri,0.7585927248001099,0.1150135025382042,0.6435792222619057
142,142,barmhjertig,0.7868437170982361,0.1432660520076751,0.6435776650905609
820,820,lojal,0.741144061088562,0.0978411436080932,0.6433029174804688
1154,1154,sann,0.741468071937561,0.099171943962574,0.642296127974987
1416,1416,tysk,0.7286812663078308,0.0874306112527847,0.6412506550550461
508,508,godhjerta,0.7566624879837036,0.115694522857666,0.6409679651260376
1090,1090,rasjonell,0.7797854542732239,0.1396444588899612,0.6401409953832626
638,638,intracellulær,0.7381206154823303,0.0980085432529449,0.6401120722293854
389,389,folkekjær,0.7646186351776123,0.1248373463749885,0.6397812888026237
696,696,kjent,0.7096607089042664,0.0704090744256973,0.639251634478569
1099,1099,regnbar,0.7078667879104614,0.069587655365467,0.6382791325449944
1045,1045,polemisk,0.7723413705825806,0.1344562172889709,0.6378851532936096
347,347,fantelig,0.7674052715301514,0.1298023164272308,0.6376029551029205
1162,1162,sein,0.712709903717041,0.0753787085413932,0.6373311951756477
1350,1350,tellbar,0.661984920501709,0.0255892407149076,0.6363956797868013
636,636,internasjonal,0.7651578783988953,0.1293259561061859,0.6358319222927094
1396,1396,trossig,0.7549827694892883,0.1193563267588615,0.6356264427304268
1294,1294,subjektiv,0.7555903196334839,0.1208788752555847,0.6347114443778992
195,195,blendahvit,0.765973687171936,0.1313706040382385,0.6346030831336975
654,654,jambisk,0.7168461084365845,0.0825481861829757,0.6342979222536087
485,485,genierklært,0.7539402842521667,0.1197503730654716,0.6341899111866951
294,294,ekvivalent,0.758137047290802,0.1239978149533271,0.6341392323374748
434,434,fransk,0.714461624622345,0.0807556435465812,0.6337059810757637
361,361,fennoskandisk,0.7266232967376709,0.0929830372333526,0.6336402595043182
460,460,fus,0.6755244731903076,0.0420928336679935,0.6334316395223141
369,369,finsk,0.7322806119918823,0.0994845405220985,0.6327960714697838
739,739,kontradiktorisk,0.7428449392318726,0.1104400530457496,0.6324048861861229
1571,1571,vestlandsk,0.7495012283325195,0.1178953796625137,0.6316058486700058
226,226,bægjen,0.7590077519416809,0.1274071484804153,0.6316006034612656
408,408,formbar,0.685976505279541,0.0546794161200523,0.6312970891594887
607,607,ikke-lineær,0.7445681095123291,0.1146304458379745,0.6299376636743546
245,245,digg,0.7603537440299988,0.1308423727750778,0.629511371254921
55,55,algerisk,0.7412674427032471,0.1119908690452575,0.6292765736579895
123,123,attributiv,0.758015513420105,0.1288072764873504,0.6292082369327545
1420,1420,tørst,0.7587103843688965,0.129755362868309,0.6289550215005875
621,621,infantil,0.6906234622001648,0.0623864084482193,0.6282370537519455
332,332,etiopisk,0.7503262758255005,0.1222986578941345,0.628027617931366
1342,1342,talefør,0.7749539613723755,0.1469703316688537,0.6279836297035217
682,682,kjempebra,0.7620586156845093,0.1343179047107696,0.6277407109737396
1160,1160,seig,0.7367158532142639,0.1098486185073852,0.6268672347068787
601,601,idel,0.7014857530593872,0.0762912556529045,0.6251944974064827
885,885,moderne,0.7508716583251953,0.1257650256156921,0.6251066327095032
825,825,lummer,0.75127774477005,0.1261822581291198,0.6250954866409302
214,214,brisen,0.760094165802002,0.135472685098648,0.6246214807033539
1059,1059,presis,0.6403414607048035,0.0157556645572185,0.6245857961475849
1602,1602,åpenbar,0.7476726174354553,0.1233232244849205,0.6243493929505348
719,719,kolossal,0.7605925798416138,0.1367127150297165,0.6238798648118973
24,24,adverbial,0.7186573147773743,0.0948657989501953,0.623791515827179
1054,1054,pragmatisk,0.7569654583930969,0.1335832923650741,0.6233821660280228
470,470,første,0.7094086408615112,0.0870492532849311,0.62235938757658
266,266,dum som et brød,0.7426852583885193,0.1216400563716888,0.6210452020168304
331,331,estlandsk,0.7345625162124634,0.1135618835687637,0.6210006326436996
1249,1249,sosial,0.7774996757507324,0.1568161100149154,0.620683565735817
1407,1407,turkmensk,0.7372965216636658,0.1168935671448707,0.620402954518795
1125,1125,russisk,0.7167128920555115,0.0964464247226715,0.62026646733284
933,933,nordenfjelsk,0.7707775831222534,0.1511894464492797,0.6195881366729736
1400,1400,trøndersk,0.6991780400276184,0.0811096653342247,0.6180683746933937
504,504,gnadren,0.6956016421318054,0.0775672271847724,0.6180344149470329
746,746,korrekt,0.7293420433998108,0.1115142181515693,0.6178278252482414
1539,1539,vanhellig,0.7431628108024597,0.1268678903579712,0.6162949204444885
340,340,fair,0.7447662353515625,0.1288635432720184,0.6159026920795441
1386,1386,transitiv,0.729399561882019,0.1150827780365943,0.6143167838454247
598,598,høytidelig,0.7663035988807678,0.1532690525054931,0.6130345463752747
265,265,dum som en stut,0.7012728452682495,0.0900422483682632,0.6112305968999863
1264,1264,stein,0.6427706480026245,0.0319575071334838,0.6108131408691406
528,528,guddommelig,0.7307046055793762,0.1206533908843994,0.6100512146949768
1327,1327,sørafrikansk,0.7190885543823242,0.1094669997692108,0.6096215546131134
1305,1305,surjektiv,0.7518234252929688,0.1423901170492172,0.6094333082437515
554,554,hellig,0.7048323750495911,0.095679871737957,0.6091525033116341
440,440,fremgangsrik,0.7441545724868774,0.135609820485115,0.6085447520017624
256,256,dobbel,0.6832101941108704,0.075085312128067,0.6081248819828033
1337,1337,taiwansk,0.7482142448425293,0.140188455581665,0.6080257892608643
11,11,absolutt,0.7332053184509277,0.1272832453250885,0.6059220731258392
169,169,besvart,0.7121763825416565,0.1074960008263588,0.6046803817152977
1282,1282,strofisk,0.7266709804534912,0.1231013312935829,0.6035696491599083
635,635,interessert,0.7500939965248108,0.1467503160238266,0.6033436805009842
330,330,estisk,0.7323543429374695,0.1293697208166122,0.6029846221208572
1440,1440,udødelig,0.7195138931274414,0.1167630776762962,0.6027508154511452
286,286,eksplosiv,0.7181128859519958,0.1153876930475235,0.6027251929044724
1120,1120,romersk,0.6454058289527893,0.0432225912809371,0.6021832376718521
127,127,autorisert,0.7116498947143555,0.1095119416713714,0.602137953042984
22,22,adstadig,0.7167817950248718,0.1151858866214752,0.6015959084033966
651,651,italiensk,0.6826625466346741,0.0826053619384765,0.6000571846961975
1080,1080,radial,0.6664885878562927,0.0668279901146888,0.5996605977416039
328,328,esoterisk,0.7280624508857727,0.1286138892173767,0.599448561668396
1541,1541,vannet,0.7695106267929077,0.1701086610555648,0.5994019657373428
475,475,gammel,0.6678394675254822,0.0689415261149406,0.5988979414105415
217,217,brusten,0.6704606413841248,0.0717189162969589,0.5987417250871658
545,545,handlaget,0.7501428127288818,0.151938259601593,0.5982045531272888
1266,1266,sterk som en okse,0.646034836769104,0.0483096241950988,0.5977252125740051
1276,1276,straffbar,0.7053713798522949,0.1082191467285156,0.5971522331237793
297,297,elektrisk,0.730429470539093,0.1333632916212082,0.5970661789178848
1082,1082,radikal,0.7207289934158325,0.1240814477205276,0.5966475456953049
1136,1136,saksisk,0.7481739521026611,0.1523718684911728,0.5958020836114883
717,717,koffeinfri,0.6977337598800659,0.1020187586545944,0.5957150012254715
464,464,fæl,0.7450249195098877,0.1493438482284546,0.5956810712814331
1086,1086,rank,0.7004174590110779,0.1048498675227165,0.5955675914883614
594,594,høgferdig,0.7536238431930542,0.1582836210727691,0.595340222120285
710,710,klippet,0.7425230145454407,0.147935077548027,0.5945879369974136
431,431,framgangsrik,0.696429967880249,0.1018487140536308,0.5945812538266182
89,89,anstendig,0.7471391558647156,0.1527939736843109,0.5943451821804047
113,113,arrogant,0.695866584777832,0.1018929630517959,0.5939736217260361
1291,1291,styrbar,0.6902382969856262,0.0963718742132186,0.5938664227724075
1299,1299,sulten,0.7204491496086121,0.126848042011261,0.5936011075973511
185,185,billig,0.6993538737297058,0.1059189513325691,0.5934349223971367
551,551,heil,0.6375225782394409,0.0446876212954521,0.5928349569439888
224,224,burkinsk,0.6687784194946289,0.0766254216432571,0.5921529978513718
1512,1512,usæl,0.6931020021438599,0.1011067554354667,0.5919952467083931
