,Unnamed: 0,Adjektiv,P(han),P(hun),Differanse
1670,1670,vàr,0.1706215441226959,0.3583289086818695,-0.1877073645591735
1587,1587,utgående,0.155766099691391,0.3426650166511535,-0.1868989169597625
172,172,besvart,0.0778150856494903,0.2628835439682007,-0.1850684583187103
782,782,koronafast,0.2308012992143631,0.4084974825382232,-0.1776961833238601
799,799,kritisk,0.1758426278829574,0.3517310321331024,-0.1758884042501449
1440,1440,toårig,0.1347174048423767,0.3095864057540893,-0.1748690009117126
798,798,kritikkverdig,0.2107268422842025,0.3840826451778412,-0.1733558028936386
1689,1689,ønsket,0.1089415252208709,0.2821139991283417,-0.1731724739074707
595,595,hjemmesnekret,0.2419755607843399,0.4145665764808655,-0.1725910156965255
1500,1500,ubesvart,0.1348367035388946,0.3073536157608032,-0.1725169122219085
993,993,nypult,0.2001372873783111,0.3697148859500885,-0.1695775985717773
992,992,nyfødt,0.155657097697258,0.32455775141716,-0.168900653719902
2,2,aaben,0.1736278235912323,0.3408941030502319,-0.1672662794589996
766,766,kompetent,0.1493279933929443,0.3142100274562835,-0.1648820340633392
1399,1399,takknemlig,0.2084424197673797,0.3722481727600097,-0.16380575299263
423,423,forlatt,0.1500450372695922,0.3137875199317932,-0.1637424826622009
574,574,hatefull,0.2753135561943054,0.4378127157688141,-0.1624991595745086
531,531,god nok,0.0856574028730392,0.2478638142347335,-0.1622064113616943
1036,1036,ordinær,0.1383648812770843,0.2993953227996826,-0.1610304415225982
1677,1677,åpen,0.2463839650154113,0.4060116708278656,-0.1596277058124542
661,661,inngripende,0.2212219685316085,0.3778208494186401,-0.1565988808870315
1525,1525,ufødt,0.1617724001407623,0.3177030682563782,-0.1559306681156158
785,785,korsblomstra,0.1627350449562072,0.3178334236145019,-0.1550983786582946
87,87,anonym,0.2021643966436386,0.3563708662986755,-0.1542064696550369
1108,1108,proaktiv,0.1555819511413574,0.3096811771392822,-0.1540992259979248
1635,1635,vemodig,0.2064955979585647,0.360263854265213,-0.1537682563066482
1599,1599,uuttalt,0.1129482612013816,0.266570121049881,-0.1536218598484993
1423,1423,tilkortkommende,0.1972047984600067,0.3495160341262817,-0.152311235666275
1376,1376,synlig,0.1867254823446273,0.3386321365833282,-0.1519066542387008
267,267,drektig,0.1748931258916854,0.3263313770294189,-0.1514382511377334
1408,1408,taus,0.1348008215427398,0.2857477962970733,-0.1509469747543335
1201,1201,sammenliknbar,0.1305551528930664,0.2814585566520691,-0.1509034037590026
944,944,muntlig,0.2022707164287567,0.3530982732772827,-0.150827556848526
298,298,ekstra,0.1101507097482681,0.2598600089550018,-0.1497092992067337
161,161,bekymringsverdig,0.2409086227416992,0.3902900218963623,-0.149381399154663
739,739,klanderverdig,0.2317627966403961,0.3789076507091522,-0.1471448540687561
1673,1673,ydmyk,0.2500639259815216,0.396216481924057,-0.1461525559425354
1126,1126,påtroppende,0.2342455685138702,0.3795927464962005,-0.1453471779823303
1516,1516,uforholdsmessig,0.0757116451859474,0.2208870947360992,-0.1451754495501518
1414,1414,testet,0.1043356955051422,0.2492894828319549,-0.1449537873268127
891,891,maktpåliggende,0.1252429485321045,0.2700476348400116,-0.1448046863079071
754,754,koaksial,0.1107041090726852,0.2523770630359649,-0.1416729539632797
483,483,få,0.1393356025218963,0.2806020975112915,-0.1412664949893951
1568,1568,urett,0.1929477900266647,0.3339181542396545,-0.1409703642129898
1110,1110,profylaktisk,0.2006354331970214,0.3415753245353699,-0.1409398913383484
903,903,masete,0.1797194182872772,0.319119930267334,-0.1394005119800567
346,346,etnologisk,0.2269837409257888,0.3660759925842285,-0.1390922516584396
1625,1625,vektet,0.1933144181966781,0.3303486108779907,-0.1370341926813125
615,615,håndlaga,0.2490176707506179,0.3849012553691864,-0.1358835846185684
619,619,hårsår,0.1458193063735962,0.2798605263233185,-0.1340412199497223
1577,1577,usikker,0.1698148846626281,0.303204208612442,-0.1333893239498138
1218,1218,selvbestaltet,0.1801595538854599,0.3131642639636993,-0.1330047100782394
1204,1204,sams,0.0852932929992675,0.2179775685071945,-0.1326842755079269
312,312,empatisk,0.1903697550296783,0.3215543925762176,-0.1311846375465393
1220,1220,selvopptatt,0.2123052477836609,0.3432829082012176,-0.1309776604175567
1575,1575,urørt,0.2011346966028213,0.3310980498790741,-0.1299633532762527
1605,1605,valgfri,0.1068909168243408,0.2359814941883087,-0.1290905773639679
744,744,klein,0.2191264629364013,0.3477271497249603,-0.1286006867885589
1064,1064,parat,0.1359093636274337,0.2633466124534607,-0.1274372488260269
1029,1029,oppmerksom,0.1032756045460701,0.226989209651947,-0.1237136051058769
943,943,mulig,0.1058403998613357,0.2286680340766906,-0.1228276342153549
1081,1081,permanent,0.1292767226696014,0.2513739764690399,-0.1220972537994384
158,158,beklagelig,0.1865938305854797,0.3064336478710174,-0.1198398172855377
330,330,ensellet,0.1972417384386062,0.3168009519577026,-0.1195592135190963
1665,1665,vond,0.2068816721439361,0.3250682353973388,-0.1181865632534027
1314,1314,spontan,0.1113773137331008,0.2295020073652267,-0.1181246936321258
1155,1155,rett,0.1194621697068214,0.2375503331422805,-0.1180881634354591
1318,1318,stadig,0.1824260950088501,0.3001477122306824,-0.1177216172218322
1373,1373,syk,0.180197075009346,0.2974199056625366,-0.1172228306531906
91,91,ansvarlig,0.1402173340320587,0.2572884261608124,-0.1170710921287536
1234,1234,sint,0.1501747965812683,0.2639737427234649,-0.1137989461421966
1209,1209,satt,0.1418231725692749,0.2552860975265503,-0.1134629249572753
1553,1553,underdanig,0.1323089152574539,0.2436542958021164,-0.1113453805446624
1460,1460,trykket,0.2530397474765777,0.3643188774585724,-0.1112791299819946
996,996,nyttig,0.2225200086832046,0.3318087756633758,-0.1092887669801712
735,735,kjærkommen,0.1678938567638397,0.2753672897815704,-0.1074734330177307
207,207,bornert,0.1792072504758834,0.2866630852222442,-0.1074558347463607
181,181,bevisst,0.1124120131134986,0.21863454580307,-0.1062225326895713
176,176,betrodd,0.1662476360797882,0.2718449831008911,-0.1055973470211029
1267,1267,skjønnlitterær,0.1965953111648559,0.3020676076412201,-0.1054722964763641
440,440,forståelsesfull,0.1931084096431732,0.2984698414802551,-0.1053614318370819
1303,1303,sosial,0.1625906527042389,0.2674227058887481,-0.1048320531845092
812,812,kunst,0.2067688554525375,0.3108675479888916,-0.104098692536354
1662,1662,voksen,0.1521348804235458,0.2558583319187164,-0.1037234514951706
1398,1398,takket,0.1572190672159195,0.2608515620231628,-0.1036324948072433
1083,1083,personlig,0.1594735831022262,0.2627342343330383,-0.103260651230812
160,160,bekymringsfull,0.2203116714954376,0.3225103616714477,-0.1021986901760101
1336,1336,stresset,0.183461308479309,0.2853202521800995,-0.1018589437007904
41,41,aktiv,0.1532667428255081,0.2548866868019104,-0.1016199439764022
523,523,glad,0.2487031370401382,0.3495869040489197,-0.1008837670087814
968,968,nektende,0.2010951936244964,0.3016614913940429,-0.1005662977695465
325,325,engstelig,0.175258532166481,0.2744739353656769,-0.0992154031991958
728,728,kjempesøt,0.2222632020711898,0.3210957050323486,-0.0988325029611587
1642,1642,verpesyk,0.2093745023012161,0.3073854148387909,-0.0980109125375747
1416,1416,tidlig,0.1686093062162399,0.2662122845649719,-0.097602978348732
477,477,funksjonell,0.1729637384414672,0.2702803313732147,-0.0973165929317474
1421,1421,tilgjengelig,0.2122394293546676,0.3081866502761841,-0.0959472209215164
1306,1306,sped,0.1968936771154403,0.2923588156700134,-0.095465138554573
1015,1015,omforent,0.1438297480344772,0.2383011132478714,-0.0944713652133941
1620,1620,varsam,0.1135691627860069,0.2074068039655685,-0.0938376411795616
580,580,helsemessig,0.2424097955226898,0.3360651731491089,-0.093655377626419
154,154,behende,0.1556288748979568,0.2483697533607483,-0.0927408784627914
397,397,flere,0.0887619405984878,0.1814044862985611,-0.0926425457000732
1317,1317,sta,0.1726559102535247,0.2646389603614807,-0.0919830501079559
867,867,lukket,0.1710362136363983,0.2624635696411133,-0.0914273560047149
957,957,naken,0.2704088687896728,0.3615697026252746,-0.0911608338356018
1352,1352,subjektiv,0.1195513606071472,0.210122138261795,-0.0905707776546478
173,173,betenkelig,0.1671855151653289,0.2576384544372558,-0.0904529392719268
1197,1197,samlet,0.1270742863416671,0.2174775898456573,-0.0904033035039901
476,476,fungerende,0.1732431948184967,0.2634739279747009,-0.0902307331562042
931,931,momentan,0.1519642472267151,0.2421166896820068,-0.0901524424552917
1245,1245,sjokkert,0.2125336676836013,0.3019191920757293,-0.0893855243921279
1354,1354,subsidiær,0.1371144652366638,0.2260419875383377,-0.0889275223016738
373,373,fengslet,0.2502301335334778,0.3381054401397705,-0.0878753066062927
1068,1068,passiv,0.1192365288734436,0.2069838792085647,-0.0877473503351211
1604,1604,vakker,0.1594896614551544,0.2468615770339965,-0.0873719155788421
1384,1384,søkt,0.2613770365715027,0.3479552567005157,-0.086578220129013
1497,1497,ubehagelig,0.2930090725421905,0.379087895154953,-0.0860788226127624
962,962,navlebeskuende,0.2026595920324325,0.2886114716529846,-0.085951879620552
1406,1406,tapt,0.1764723658561706,0.261636346578598,-0.0851639807224273
1087,1087,planar,0.1516850292682647,0.2364342361688614,-0.0847492069005966
855,855,linn,0.2274594604969024,0.3119962215423584,-0.0845367610454559
398,398,flersella,0.1860265433788299,0.2696539461612701,-0.0836274027824401
392,392,flau,0.1912149637937545,0.2743409276008606,-0.083125963807106
804,804,kroppslig,0.1099889799952507,0.1923587322235107,-0.08236975222826
998,998,nær,0.1014625802636146,0.1833822429180145,-0.0819196626543998
899,899,mannlig,0.1626321375370025,0.2444778233766555,-0.081845685839653
558,558,gående,0.1780091375112533,0.2596972584724426,-0.0816881209611892
79,79,amper,0.1638369560241699,0.2450456321239471,-0.0812086760997772
1618,1618,var,0.199777066707611,0.2809023559093475,-0.0811252892017364
20,20,administrativ,0.203382208943367,0.2835699319839477,-0.0801877230405807
1412,1412,tentativ,0.1382429301738739,0.2176993638277053,-0.0794564336538314
1119,1119,på,0.1270491182804107,0.2062728106975555,-0.0792236924171447
466,466,fri,0.1559114605188369,0.2350695133209228,-0.0791580528020858
246,246,deskriptiv,0.1573763936758041,0.2364952117204666,-0.0791188180446624
1511,1511,ufattelig,0.2095440775156021,0.2880915403366089,-0.0785474628210067
1379,1379,sår,0.1246879696846008,0.203081876039505,-0.0783939063549041
947,947,mye,0.2574388980865478,0.3357975780963897,-0.0783586800098419
1641,1641,verneverdig,0.2788001000881195,0.357029378414154,-0.0782292783260345
519,519,gjensidig,0.1072276085615158,0.1847876161336898,-0.077560007572174
1009,1009,offentlig,0.219721719622612,0.2970145344734192,-0.0772928148508071
541,541,gratis,0.1533414423465728,0.230203092098236,-0.0768616497516632
462,462,fremmed,0.1862133145332336,0.2625107169151306,-0.0762974023818969
973,973,neste,0.1052969545125961,0.1812351197004318,-0.0759381651878357
1294,1294,snill,0.1722400039434433,0.2481526583433151,-0.0759126543998718
432,432,fornærmet,0.2168414145708084,0.2925038635730743,-0.0756624490022659
445,445,fortærende,0.1474484354257583,0.2228863090276718,-0.0754378736019134
1427,1427,tissetrengt,0.2140838950872421,0.2890136837959289,-0.0749297887086868
777,777,kontradiktorisk,0.2117895036935806,0.2865757942199707,-0.07478629052639
1523,1523,ufruktbar,0.2062021940946579,0.2804154455661773,-0.0742132514715194
724,724,kjempemorsom,0.2605635523796081,0.3342554569244385,-0.0736919045448303
1151,1151,relevant,0.1619703918695449,0.2348096817731857,-0.0728392899036407
420,420,forholdsmessig,0.1004326120018959,0.1731621772050857,-0.0727295652031898
1098,1098,positiv,0.2013915032148361,0.2738605439662933,-0.0724690407514572
414,414,forelsket,0.157302439212799,0.2297278493642807,-0.0724254101514816
644,644,in,0.1290699541568756,0.2010078430175781,-0.0719378888607025
989,989,ny,0.1701531708240509,0.2418786287307739,-0.071725457906723
1593,1593,uttrykksfull,0.2200808525085449,0.2891385555267334,-0.0690577030181884
1163,1163,ring,0.1600843667984008,0.2282503396272659,-0.068165972828865
815,815,kunstnerisk,0.2071829140186309,0.2750602662563324,-0.0678773522377014
1250,1250,skalar,0.1009438037872314,0.1688043475151062,-0.0678605437278747
642,642,implisitt,0.0727140828967094,0.1403436958789825,-0.0676296129822731
1357,1357,sulten,0.1964116990566253,0.2628767788410187,-0.0664650797843933
309,309,elektronisk,0.1822809129953384,0.2487232685089111,-0.0664423555135726
1335,1335,stressende,0.2064146995544433,0.2725659012794494,-0.0661512017250061
873,873,lys,0.1431746482849121,0.209074392914772,-0.0658997446298599
636,636,ikketom,0.1327008455991745,0.1976912468671798,-0.0649904012680053
112,112,arrete,0.1698974370956421,0.2344725430011749,-0.0645751059055328
393,393,fler,0.1273631453514099,0.1917370408773422,-0.0643738955259323
264,264,doktrinær,0.1469452083110809,0.2109374105930328,-0.0639922022819519
1157,1157,rettmessig,0.1119645982980728,0.1757150292396545,-0.0637504309415817
665,665,integrert,0.1715192049741745,0.2351776957511901,-0.0636584907770156
1178,1178,rystet,0.3103608787059784,0.372842788696289,-0.0624819099903106
894,894,mange,0.1198783218860626,0.1821299940347671,-0.0622516721487045
660,660,innforstått,0.1618362069129943,0.2226506769657135,-0.0608144700527191
119,119,asosial,0.113699696958065,0.1738296002149582,-0.0601299032568931
590,590,het,0.1912426501512527,0.2512267529964447,-0.0599841028451919
1441,1441,toårlig,0.0921831503510475,0.1520998924970626,-0.0599167421460151
1191,1191,salongfähig,0.1989425122737884,0.2588397264480591,-0.0598972141742706
645,645,in vitro,0.1664312928915023,0.2255585193634033,-0.0591272264719009
578,578,heldig,0.2102132588624954,0.2692014276981354,-0.0589881688356399
311,311,emosjonell,0.1602639704942703,0.2188971936702728,-0.0586332231760025
1278,1278,sliten,0.2115574181079864,0.2701214551925659,-0.0585640370845794
543,543,gretten,0.1934765130281448,0.2515348494052887,-0.0580583363771438
854,854,lilla,0.2710532248020172,0.3289702832698822,-0.0579170584678649
1411,1411,tellelig,0.0967487096786499,0.1546051800251007,-0.0578564703464508
776,776,kontinuerlig,0.1593779772520065,0.2168900966644287,-0.0575121194124221
1214,1214,sein,0.2033533006906509,0.2607044875621795,-0.0573511868715286
725,725,kjempesint,0.2435164153575897,0.3005756139755249,-0.0570591986179351
1508,1508,uenig,0.1718873530626297,0.228539377450943,-0.0566520243883132
1564,1564,upassende,0.2152076959609985,0.2718586921691894,-0.0566509962081909
1676,1676,ytre,0.1280317157506942,0.1844090968370437,-0.0563773810863494
939,939,motsatt,0.0796891972422599,0.135733500123024,-0.056044302880764
193,193,bitter,0.1635254919528961,0.2190664261579513,-0.0555409342050552
967,967,negativ,0.172721117734909,0.2280723303556442,-0.0553512126207351
62,62,allergisk,0.283119648694992,0.3382754623889923,-0.0551558136940002
1007,1007,obsternasig,0.2385544180870056,0.2931576073169708,-0.0546031892299652
814,814,kunstig,0.1682008951902389,0.2221022844314575,-0.0539013892412185
174,174,betimelig,0.1602305173873901,0.21408112347126,-0.0538506060838699
1062,1062,parallell,0.0591234192252159,0.1122055277228355,-0.0530821084976196
1671,1671,våken,0.2714040875434875,0.3244656026363373,-0.0530615150928497
1319,1319,stakkars,0.1931256055831909,0.2456174790859222,-0.0524918735027313
1624,1624,vedvarende,0.1591507345438003,0.2114725857973098,-0.0523218512535095
1085,1085,pinlig,0.166432574391365,0.218542531132698,-0.052109956741333
886,886,mager,0.2207258641719818,0.2727327048778534,-0.0520068407058715
242,242,delelig,0.0785751268267631,0.130237728357315,-0.0516626015305519
341,341,estetisk,0.2194018363952636,0.2700701951980591,-0.0506683588027954
26,26,affektert,0.1905923932790756,0.2404983937740326,-0.0499060004949569
1199,1199,sammenlignbar,0.1940958499908447,0.2438217997550964,-0.0497259497642517
322,322,eng,0.2251833826303482,0.2744913697242737,-0.0493079870939254
486,486,følelsesmessig,0.1701706796884536,0.2181715667247772,-0.0480008870363235
289,289,eigen,0.1660355925559997,0.2140130251646042,-0.0479774326086044
106,106,arg,0.2092716693878173,0.2566726505756378,-0.0474009811878204
1236,1236,sirkulerende,0.159345656633377,0.2067199498414993,-0.0473742932081222
286,286,egen,0.0925661772489547,0.1394731551408767,-0.046906977891922
430,430,fornim,0.12245724350214,0.1692766547203064,-0.0468194112181663
584,584,hensiktsmessig,0.1440917402505874,0.1904819160699844,-0.0463901758193969
675,675,irriterende,0.2196389287710189,0.2652053534984588,-0.0455664247274398
1251,1251,skamfull,0.2386606782674789,0.2839227318763733,-0.0452620536088943
16,16,adekvat,0.1272144615650177,0.1724366098642349,-0.0452221482992172
1518,1518,uforrettet,0.1829832047224044,0.2280409634113311,-0.0450577586889267
1420,1420,tilgivende,0.1482589244842529,0.1930685043334961,-0.0448095798492431
840,840,lekker,0.2061426192522049,0.2505868077278137,-0.0444441884756088
846,846,levende,0.1434043794870376,0.1877345591783523,-0.0443301796913147
742,742,klaret,0.2041206359863281,0.2483609020709991,-0.044240266084671
1227,1227,sid,0.151468887925148,0.1946489214897155,-0.0431800335645675
969,969,nem,0.1918246150016784,0.2344267070293426,-0.0426020920276641
1170,1170,rosenrød,0.1716611683368683,0.2142607420682907,-0.0425995737314224
104,104,arbeidssky,0.2608712911605835,0.3032113909721374,-0.0423400998115539
150,150,begjærlig,0.1803493499755859,0.2223793417215347,-0.0420299917459487
140,140,bakenforliggende,0.0783383175730705,0.1202284842729568,-0.0418901666998863
347,347,etterpåklok,0.2469565123319625,0.2888274490833282,-0.0418709367513656
323,323,engasjert,0.2993692755699157,0.3411110639572143,-0.0417417883872985
406,406,folketallsmessig,0.2197114080190658,0.2613129317760467,-0.0416015237569808
279,279,død,0.2165774852037429,0.2580210268497467,-0.0414435416460037
1121,1121,pågående,0.2777077257633209,0.3190265893936157,-0.0413188636302948
1254,1254,skeiv,0.265490710735321,0.306805819272995,-0.0413151085376739
807,807,kul,0.0848942250013351,0.1259210407733917,-0.0410268157720565
1627,1627,vel og bra,0.2704847753047943,0.3112248480319977,-0.0407400727272033
1591,1591,utilstrekkelig,0.1468952745199203,0.1873983889818191,-0.0405031144618988
964,964,nedlatende,0.2149389386177063,0.2548554241657257,-0.0399164855480194
1594,1594,utviklingshemmet,0.2211724519729614,0.2609913349151611,-0.0398188829421997
631,631,idiotsikker,0.1880977004766464,0.2275637239217758,-0.0394660234451293
86,86,annleis,0.2521951496601105,0.2916469871997833,-0.0394518375396728
199,199,blid,0.2477417737245559,0.2871383726596832,-0.0393965989351272
1273,1273,sky,0.2135087549686432,0.252814382314682,-0.0393056273460388
1115,1115,pussa,0.2490928024053573,0.2881530225276947,-0.0390602201223373
314,314,en-til-en,0.094284750521183,0.1333231627941131,-0.0390384122729301
1090,1090,plutselig,0.1739637553691864,0.2129288911819458,-0.0389651358127594
252,252,direkte,0.1290726661682129,0.1676751524209976,-0.0386024862527847
1049,1049,overflødig,0.1709689199924469,0.2095084637403488,-0.0385395437479019
1571,1571,urimelig,0.2473725825548172,0.2858556509017944,-0.0384830683469772
790,790,kranglet,0.2600333094596863,0.2978420555591583,-0.037808746099472
478,478,funksjonsdyktig,0.1303647309541702,0.1681192517280578,-0.0377545207738876
936,936,morsom,0.1822632998228073,0.219847097992897,-0.0375837981700897
1287,1287,smul,0.2342382371425628,0.2716405391693115,-0.0374023020267486
736,736,kjærlig,0.1600283086299896,0.1969763785600662,-0.0369480699300766
659,659,innett,0.2111616879701614,0.2474561780691146,-0.0362944900989532
959,959,narrativ,0.1327312737703323,0.1687290221452713,-0.0359977483749389
1222,1222,sen,0.179091677069664,0.2144804447889328,-0.0353887677192688
447,447,foruroligende,0.2414005994796753,0.2766882479190826,-0.0352876484394073
850,850,likende,0.1572890728712082,0.1911840736865997,-0.0338950008153915
1679,1679,åpenhjertig,0.3183700144290924,0.3518185019493103,-0.0334484875202178
256,256,diskré,0.1761457026004791,0.2094908207654953,-0.0333451181650161
1268,1268,skriftlig,0.1955508142709732,0.2287073284387588,-0.0331565141677856
278,278,dårlig,0.1828270256519317,0.2155157625675201,-0.0326887369155883
320,320,eneste,0.0850323066115379,0.1173431202769279,-0.03231081366539
219,219,brisen,0.2256820350885391,0.2575593292713165,-0.0318772941827774
577,577,hel,0.0926273167133331,0.1244282349944114,-0.0318009182810783
338,338,ergerlig,0.2477846145629882,0.2792777717113495,-0.0314931571483612
1054,1054,overrasket,0.2012925446033477,0.232182428240776,-0.0308898836374282
857,857,liten,0.2133133113384246,0.2439364641904831,-0.0306231528520584
1527,1527,ugjennomførlig,0.128854289650917,0.1593054234981537,-0.0304511338472366
1296,1296,snål,0.1827610433101654,0.2130757272243499,-0.0303146839141845
629,629,identifiserbar,0.1079448759555816,0.1373133063316345,-0.0293684303760528
1383,1383,søkegod,0.2983946800231933,0.3271853029727936,-0.0287906229496002
129,129,autorisert,0.2335659116506576,0.2621613144874573,-0.0285954028367996
991,991,nydelig,0.2117062211036682,0.2398641556501388,-0.0281579345464706
1382,1382,særlig,0.151286780834198,0.1794242858886718,-0.0281375050544738
1188,1188,salig,0.2175111174583435,0.2452252954244613,-0.0277141779661178
1513,1513,uforenelig,0.12459197640419,0.1521781086921692,-0.0275861322879791
84,84,annen,0.1101750880479812,0.1375423222780227,-0.0273672342300415
1004,1004,nøytral,0.1601312160491943,0.1864465773105621,-0.0263153612613677
1392,1392,søt,0.2342619001865387,0.2605675458908081,-0.0263056457042694
362,362,fast,0.1628906279802322,0.1891742497682571,-0.0262836217880249
1615,1615,vantro,0.1495453715324401,0.1756710857152938,-0.0261257141828537
1693,1693,øvrig,0.1806116253137588,0.206406831741333,-0.0257952064275741
841,841,lengre,0.0938018858432769,0.1191127896308898,-0.0253109037876129
1228,1228,sigen,0.239041194319725,0.2639402151107788,-0.0248990207910537
514,514,givende,0.252526044845581,0.2766680121421814,-0.0241419672966003
986,986,normativ,0.1671101003885269,0.1911535710096359,-0.024043470621109
1584,1584,utellelig,0.1907895356416702,0.2146659791469574,-0.0238764435052871
435,435,forplantningsmessig,0.200043573975563,0.2237315773963928,-0.0236880034208297
1656,1656,virtuell,0.078563280403614,0.1014759615063667,-0.0229126811027526
294,294,eksplisitt,0.099607728421688,0.1221214607357978,-0.0225137323141098
223,223,brusten,0.2125307470560073,0.2343767434358596,-0.0218459963798522
1265,1265,skjær,0.2531274855136871,0.2748855054378509,-0.0217580199241638
639,639,illojal,0.1519396901130676,0.1735861152410507,-0.021646425127983
10,10,abrupt,0.2394921481609344,0.261121928691864,-0.0216297805309295
27,27,affektiv,0.1505460292100906,0.17214897274971,-0.0216029435396194
1447,1447,transmural,0.0868226885795593,0.1077141910791397,-0.0208915024995803
100,100,arbeidende,0.2193880826234817,0.2401534765958786,-0.0207653939723968
260,260,diverse,0.2533325850963592,0.2738107442855835,-0.0204781591892242
1443,1443,tradisjonsbundet,0.3090929388999939,0.3295087814331054,-0.0204158425331115
45,45,aktuell,0.1984612643718719,0.2187312841415405,-0.0202700197696685
136,136,avskrekkende,0.2198900133371353,0.2400612533092498,-0.0201712399721145
1590,1590,utilbørlig,0.2262099087238311,0.2461541593074798,-0.0199442505836486
535,535,godt og vel,0.3162710666656494,0.3359298706054687,-0.0196588039398193
490,490,første,0.0757194235920906,0.0950282514095306,-0.01930882781744
1581,1581,usæl,0.2465224415063858,0.2655065059661865,-0.0189840644598007
52,52,aldrende,0.2877097725868225,0.305974394083023,-0.0182646214962005
1311,1311,spettete,0.1858724653720855,0.2039183676242828,-0.0180459022521972
1459,1459,troverdig,0.2657548785209656,0.2837367653846741,-0.0179818868637084
749,749,knapp,0.1960894912481308,0.2139443606138229,-0.0178548693656921
994,994,nysgjerrig,0.243043839931488,0.2607559263706207,-0.0177120864391326
1194,1194,samd,0.1659216582775116,0.1835739463567733,-0.0176522880792617
326,326,enig,0.1800219565629959,0.1975985765457153,-0.0175766199827194
424,424,forløsende,0.1156366541981697,0.1329651623964309,-0.0173285081982612
911,911,melkefri,0.1328170150518417,0.1497199088335037,-0.0169028937816619
1171,1171,rotete,0.2621690928936004,0.2788851857185364,-0.0167160928249359
1136,1136,rar,0.2049776315689087,0.2215666621923446,-0.0165890306234359
1598,1598,uutholdelig,0.2502184212207794,0.2661532461643219,-0.0159348249435424
1006,1006,obstanasig,0.2532261312007904,0.2690721452236175,-0.0158460140228271
1067,1067,passende,0.0977150574326515,0.1135032176971435,-0.015788160264492
1300,1300,solbrent,0.2271122634410858,0.2424595803022384,-0.0153473168611526
422,422,forknytt,0.1498149931430816,0.1651267111301422,-0.0153117179870605
1595,1595,utviklingsmessig,0.21004119515419,0.224747896194458,-0.0147067010402679
315,315,encella,0.1303721517324447,0.1449587643146515,-0.0145866125822067
369,369,felles,0.0586523972451686,0.0726612657308578,-0.0140088684856891
203,203,blå,0.2725958824157715,0.2864623963832855,-0.013866513967514
